oid,traffic_sign_id,traffic_sign_code,traffic_sign_text,status,traffic_sign_source,traffic_sign_sector,status_date,last_update,date_import
#98,1071674,439,"בתוקף 18 מטר  מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד עד 8.0 טון בימים א' - ה' מ 06:00 עד 02:00 רכב חונה בניגוד לחוק יגרר ביתר השעות מותרת החניה לכל סוגי הרכב  ",קיים,סקר יזום,פריקה וטעינה,19/12/2018,20/12/2018,22/12/2022 0:51
#99,1077838,439,"בתוקף 12 מ' בימי א'-ה' מ-09:00 עד 15:00 ו' וכרבי חג מ-09:00 עד 13:00 פריקה וטעינה מותרת לכלי רכב המוגדרים ברישיונם ""משא"", ""מסחרי"", ו""אחוד"" בלבד רכב חונה בניגוד לחוק יגרר",קיים,סקר יזום,פריקה וטעינה,24/01/2019,12/03/2019,22/12/2022 0:51
#100,2002012,439,פרט לפריקה וטעינה ,קיים,סקר יזום,פריקה וטעינה,31/07/2017,25/01/2018,22/12/2022 0:51
#101,2003206,439,"בתוקף 12 מטר מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברישיונם ''משא'', ''מסחרי'' ו- ''אחוד'' בלבד בימים א' עד ה' משעה 08:00 עד 15:00 ו' וערבי חג מ- 09:00 עד 13:00 רכב חונה בניגוד לחוק יגרר ביתר השעות מותרת החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,31/07/2017,25/01/2018,22/12/2022 0:51
#102,2003636,439,פריקה וטעינה בלבד ,קיים,סקר יזום,פריקה וטעינה,31/07/2017,25/01/2018,22/12/2022 0:51
#103,2003637,439,פריקה וטעינה בלבד ,קיים,סקר יזום,פריקה וטעינה,31/07/2017,25/01/2018,22/12/2022 0:51
#104,2003638,439,פריקה וטעינה בלבד ,קיים,סקר יזום,פריקה וטעינה,31/07/2017,25/01/2018,22/12/2022 0:51
#105,2003639,439,פריקה וטעינה בלבד ,קיים,סקר יזום,פריקה וטעינה,31/07/2017,25/01/2018,22/12/2022 0:51
#106,2016195,439,10 מטר בתוקף בימים א'-ו' מ-08:00 עד 15:00 מותרת פריקה וטעינה,קיים,סקר יזום,פריקה וטעינה,28/09/2017,25/01/2018,22/12/2022 0:51
#107,2022092,439,בתוקף 12 מטר בימים א' עד ה' מ 08:00 עד 16:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,30/11/2017,28/07/2022,22/12/2022 0:51
#108,2024708,439,"פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ- 10:00 עד 14:00 יום ו' וערבי חג מ- 10:00 עד 12:00 ",קיים,סקר יזום,פריקה וטעינה,26/03/2018,28/03/2018,22/12/2022 0:51
#109,2025302,439,בתוקף מ- 10:00 עד 06:00 למחרת אזור גרירה רכב חונה בניגוד לחוק-יגרר פריקה וטעינה מותרת לרכב עד 4 טון מ-06:00 עד 9:45 ,קיים,סקר יזום,פריקה וטעינה,07/06/2018,07/06/2018,22/12/2022 0:51
#110,2038854,439,"מותרת פריקה וטעינה רציפה פרט לרכב שמשקלו מעל 4.0 טון לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחר"" ו-""אחוד"" בלבד בתוקף בימים א'-ו' מ- 8:00 עד 13:00 רכב חונה בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,31/01/2018,25/02/2018,22/12/2022 0:51
#111,2039386,439,"מותרת פריקה וטעינה רציפה  לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א' עד ה' מ 07:00 עד 15:00 בימי ו' וערב חג מ 14:00 עד 16:00 רכב החונה בניגוד לחוק יגרר ",קיים,סקר יזום,פריקה וטעינה,15/02/2018,18/02/2018,22/12/2022 0:51
#112,2039825,439,12 מטר פריקה וטעינה מותרת 12 מטר פריקה וטעינה מותרת ,קיים,סקר יזום,פריקה וטעינה,01/02/2018,01/02/2018,22/12/2022 0:51
#113,2042927,439,מותרת פריקה וטעינה בלבד ,קיים,סקר יזום,פריקה וטעינה,14/12/2017,18/12/2017,22/12/2022 0:51
#114,2043326,439,10 מטר בתוקף בימים א' עד ה' משעה 07:00 עד 17:00 פריקה וטעינה מותרת ,קיים,סקר יזום,פריקה וטעינה,14/12/2017,18/12/2017,22/12/2022 0:51
#115,2046422,439,"בתוקף 25 מטר מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א' עד ה' מ 08:00 עד 17:00 רכב חונה בניגוד לחוק יגרר ",קיים,סקר יזום,פריקה וטעינה,25/01/2018,19/03/2018,22/12/2022 0:51
#116,2054638,439,"בתוקף בימים א' עד ה' מ- 08:00 עד 19:00 יום ו' וערבי חג מ- 12:00 עד 15:00 ביתר השעות החניה מותרת לבעלי תו חניה מס' 2 בלבד מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחר"" ו-""אחוד"" בלבד בימי א'-ה' מ- 10:00 עד 14:00 ביום ו' וערבי חג מ- 10:00 עד 12:00 ",קיים,סקר יזום,פריקה וטעינה,25/01/2018,25/02/2018,22/12/2022 0:51
#117,2054774,439,"בתוקף בימים א' עד ה' מ- 08:00 עד 19:00 יום ו' וערבי חג מ- 10:00 עד 15:00 ביתר השעות החניה מותרת לרכב עד 4 טון בלבד פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ- 10:00 עד 14:00 יום ו' וערבי חג מ- 10:00 עד 12:00 ",קיים,סקר יזום,פריקה וטעינה,25/01/2018,28/02/2018,22/12/2022 0:51
#118,2054800,439,"בתוקף בימים א' עד ה' מ- 08:00 עד 19:00 יום ו' וערבי חג מ- 10:00 עד 15:00 ביתר השעות החניה מותרת לרכב עד 4 טון בלבד פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ- 10:00 עד 14:00 יום ו' וערבי חג מ- 10:00 עד 12:00 ",קיים,סקר יזום,פריקה וטעינה,25/01/2018,12/03/2018,22/12/2022 0:51
#119,2055026,439,"בתוקף בימים א' עד ה' מ- 08:00 עד 19:00 יום ו' וערבי חג מ- 10:00 עד 15:00 ביתר השעות החניה מותרת לרכב עד 4 טון בלבד פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ- 10:00 עד 14:00 יום ו' וערבי חג מ- 10:00 עד 12:00 ",קיים,סקר יזום,פריקה וטעינה,25/01/2018,25/01/2018,22/12/2022 0:51
#120,2057202,439,"פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א' עד ה' מ 08:00 עד 15:00 בימי ו' וערב חג מ 08:00 עד 13:00 רכב החונה בניגוד לחוק יגרר מותרת חניה בימי א' עד ה' מ 19:00 עד 08:00 בימי ו' וערבי חג מ 16:00 עד 08:00 למחרת השבת/ החג ",קיים,סקר יזום,פריקה וטעינה,15/02/2018,18/02/2018,22/12/2022 0:51
#121,2057211,439,פרט לפריקה  וטעינה ,קיים,סקר יזום,פריקה וטעינה,15/02/2018,18/02/2018,22/12/2022 0:51
#122,2059493,439,"בתוקף בימים א' עד ה' מ- 08:00 עד 19:00 יום ו' וערבי חג מ- 10:00 עד 15:00 ביתר השעות החניה מותרת לרכב עד 4 טון בלבד פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ- 10:00 עד 14:00 יום ו' וערבי חג מ- 10:00 עד 12:00",קיים,סקר יזום,פריקה וטעינה,29/03/2018,08/04/2018,22/12/2022 0:51
#123,2059538,439,"פריקה וטעינה מותרת לכלי רכב המוגדרים ברישיונם ""מסחרי"", ""משא"" ו- ""אחוד""  בלבד בימים א' עד ה' משעה 10:00 עד 12:00 ו' וערבי חג משעה 10:00 עד 12:00 איזור גרירה",קיים,סקר יזום,פריקה וטעינה,29/03/2018,08/04/2018,22/12/2022 0:51
#124,2059578,439,"בתוקף בימים א' עד ה' מ- 08:00 עד 19:00 יום ו' וערבי חג מ- 10:00 עד 15:00 ביתר השעות החניה מותרת לרכב עד 4 טון בלבד פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ- 10:00 עד 14:00 יום ו' וערבי חג מ- 10:00 עד 12:00",קיים,סקר יזום,פריקה וטעינה,29/03/2018,08/04/2018,22/12/2022 0:51
#125,2059628,439,"בתוקף בימים א' עד ה' מ- 06:30 עד 19:00 יום ו' וערבי חג מ- 10:00 עד 12:00 ביתר השעות החניה מותרת לרכב עד 4 טון בלבד פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ- 10:00 עד 14:00 יום ו' וערבי חג מ- 10:00 עד 12:00",קיים,סקר יזום,פריקה וטעינה,29/03/2018,23/07/2019,22/12/2022 0:51
#126,2059758,439,"בתוקף בימים א' עד ה' מ- 06:30 עד 19:00 יום ו' וערבי חג מ- 10:00 עד 12:00 ביתר השעות החניה מותרת לרכב עד 4 טון בלבד פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ-10:00 עד 14:00 יום ו' וערבי חג מ-10:00 עד 12:00",קיים,סקר יזום,פריקה וטעינה,29/03/2018,08/04/2018,22/12/2022 0:51
#127,2060375,439,פרט לפריקה ועינה בתחום מפרץ החניה בימים א'- ה' מ- 7:00 עד 17:00 ו' מ- 7:00 עד 13:00 ,קיים,סקר יזום,פריקה וטעינה,01/03/2018,04/03/2018,22/12/2022 0:51
#128,2062907,439,פריקה וטעינה ברשות תיאטרון הבימה בלבד מותרת בתחום הרחבה ,קיים,סקר יזום,פריקה וטעינה,15/03/2018,27/03/2018,22/12/2022 0:51
#129,2063886,439,"בתוקף בימים א' עד ה' מ- 08:00 עד 19:00 יום ו' וערבי חג מ- 10:00 עד 15:00 ביתר השעות החניה מותרת לרכב עד 4 טון בלבד פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' עד ה' מ- 10:00 עד 14:00",קיים,סקר יזום,פריקה וטעינה,29/03/2018,08/04/2018,22/12/2022 0:51
#130,2064425,439,"מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברישיונם ""מסחרי"" ""משא"" ו-""אחוד"" בלבד בימים א' – ה' משעה 08:00 עד 15:00 ו' וערבי חג מ 08:00 עד 13:00 רכב חונה בניגוד לחוק יגרר מותרת החניה בימים א'- ה' משעה 15:00 עד 08:00 בימים ו' וערבי חג משעה 13:00 עד 08:00 למחרת בשבת ",קיים,סקר יזום,פריקה וטעינה,29/03/2018,22/10/2018,22/12/2022 0:51
#131,2065601,439,"בתוקף 12 מטר מותרת פריקה וטעינה רציפה לחומרי בניין בלבד לכלי רכב המוגדרים ברישיונם ""משא"", ""מסחרי"" ו- ""אחוד"" בלבד בימים א' - ה' משעה 09:00 עד 12:00 רכב חונה בניגוד לחוק יגרר ביתר השעות והימים מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,12/04/2018,25/04/2018,22/12/2022 0:51
#132,2066443,439,"12 מטר בתוקף מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו- ""אחוד"" בלבד בימי א'- ו' מ- 08:00 עד 12:00 רכב חונה בניגוד לחוק יגרר ביתר השעות מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,26/04/2018,29/04/2018,22/12/2022 0:51
#133,2069874,439,10 מטר מותרת פריקת דלקים בימי א' – ו' מ-04:00 עד 06:00 בלבד! ,קיים,סקר יזום,פריקה וטעינה,07/06/2018,07/06/2018,22/12/2022 0:51
#134,2069887,439,מותרת כניסה לרכב שמשקלו עד 4 טון לפריקה וטעינה בלבד משעה 06:00 עד 09:45 ,קיים,סקר יזום,פריקה וטעינה,07/06/2018,07/06/2018,22/12/2022 0:51
#135,2069945,439,בתוקף מ- 10:00 עד 06:00 למחרת אזור גרירה רכב חונה בניגוד לחוק-יגרר פריקה וטעינה מותרת לרכב עד 4 טון מ-06:00 עד 9:45 ,קיים,סקר יזום,פריקה וטעינה,07/06/2018,07/06/2018,22/12/2022 0:51
#136,2071919,439,בתוקף משעה0900עד שעה1700 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,29/03/2018,08/04/2018,22/12/2022 0:51
#137,2073916,439,"בתוקף 12 מ' מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו ""אחוד"" בלבד בימי א-ה מ- 09:00 עד 15:00 ו' וערבי חג מ- 09:00 עד 13:00 רכב החונה בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,26/04/2018,29/04/2018,22/12/2022 0:51
#138,2076386,439,"12 מטר מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברישיונם ""מסחרי"", ""משא"" ו-""אחוד"" בלבד בימים א' עד ה' משעה 09:00 עד 15:00 רכב חונה בניגוד לחוק יגרר ביתר השעות והימים מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,24/05/2018,28/05/2018,22/12/2022 0:51
#139,2076433,439,"בתוקף 11 מטר מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו""אחוד"" בלבד בימי א-ה מ-08:00 עד 17:00 ו' וערבי חג מ-08:00 עד 13:00 רכב החונה בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,24/05/2018,28/05/2018,22/12/2022 0:51
#140,2076561,439,בתוקף 18 מטר פריקה וטעינה לרכב בנק ישראל בלבד מותרת בימים א' עד ה' מ – 07:00 עד 17:00 ביתר הימים והשעות החניה מותרת לכל סוגי הרכב ,קיים,ועדות,פריקה וטעינה,24/05/2018,28/05/2018,22/12/2022 0:51
#141,2076976,439,בתוקף משעה 13:00 עד 19:00 פריקה וטעינה וחניה לרכב נכה מותרת ,קיים,סקר יזום,פריקה וטעינה,14/06/2018,17/06/2018,22/12/2022 0:51
#142,2081210,439,פריקה וטעינה להעלאת והורדת נוסעים מותרת ,קיים,סקר יזום,פריקה וטעינה,12/04/2018,26/04/2018,22/12/2022 0:51
#143,2081212,439,"12 מטר בתוקף א'- ה' 09:00 עד 15:00 ו' 09:00 עד 13:00 פריקה וטעינה מותרת לכלי רכב המוגדרים ברישיונם ""משא"", ""מסחרי"" ו-"" אחוד"" בלבד ביתר השעות מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,12/04/2018,26/04/2018,22/12/2022 0:51
#144,2081953,439,"מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברישיונם ""מסחרי"" ""משא"" ו-""אחוד"" בלבד בימים א' – ה' משעה 08:00 עד 15:00 בימי ו' וערבי חג מ 08:00 עד 13:00 רכב חונה בניגוד לחוק יגרר מותרת החניה בימים א'- ה' משעה 15:00 עד 08:00 בימים ו' וערבי חג משעה 13:00 עד 08:00 למחרת בשבת ",קיים,סקר יזום,פריקה וטעינה,26/04/2018,29/04/2018,22/12/2022 0:51
#145,2094715,439,"בתוקף 12 מ' מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו""אחוד"" בלבד בימי א-ה מ-07:00 עד 12:00 ו' וערבי חג מ-07:00 עד 12:00 רכב החונה בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,28/06/2018,01/07/2018,22/12/2022 0:51
